current_account_nbr,transaction_type,cycle,first_purchase_ind,us_conversion
aacqU6k6ojgXGC72,SALE,11,N,443.09
aacqU6k6ojgXGC72,SALE,12,N,0.0
adE50saX8l9Kyh8s,SALE,1,N,7210.42
adE50saX8l9Kyh8s,SALE,2,N,4874.8099999999995
adE50saX8l9Kyh8s,SALE,3,N,5837.98
adE50saX8l9Kyh8s,SALE,4,N,1079.98
adE50saX8l9Kyh8s,SALE,5,N,2181.51
adE50saX8l9Kyh8s,SALE,6,N,13289.09
adE50saX8l9Kyh8s,SALE,7,N,2635.7
adE50saX8l9Kyh8s,SALE,8,N,3749.61
adE50saX8l9Kyh8s,SALE,9,N,3384.91
adE50saX8l9Kyh8s,SALE,10,N,4158.6900000000005
adE50saX8l9Kyh8s,SALE,11,N,6872.1900000000005
adE50saX8l9Kyh8s,SALE,12,N,5277.1
adPZJ4iDtn41UyPp,SALE,1,N,2518.06
adPZJ4iDtn41UyPp,SALE,2,N,6720.97
adPZJ4iDtn41UyPp,SALE,3,N,3322.37
adPZJ4iDtn41UyPp,SALE,4,N,159.42999999999998
adPZJ4iDtn41UyPp,SALE,5,N,1613.97
adPZJ4iDtn41UyPp,SALE,6,N,1457.33
adPZJ4iDtn41UyPp,SALE,7,N,2839.98
adPZJ4iDtn41UyPp,SALE,8,N,1440.6100000000001
adPZJ4iDtn41UyPp,SALE,9,N,931.37
adPZJ4iDtn41UyPp,SALE,10,N,934.57
adPZJ4iDtn41UyPp,SALE,11,N,2715.88
adPZJ4iDtn41UyPp,SALE,12,N,3671.96
adqs1rzaLzwIrt1G,SALE,1,N,3396.0
adqs1rzaLzwIrt1G,SALE,2,N,2202.07
adqs1rzaLzwIrt1G,SALE,3,N,2381.3
adqs1rzaLzwIrt1G,SALE,4,N,451.15
adqs1rzaLzwIrt1G,SALE,5,N,1263.55
adqs1rzaLzwIrt1G,SALE,6,N,2081.54
adqs1rzaLzwIrt1G,SALE,7,N,3699.18
adqs1rzaLzwIrt1G,SALE,8,N,2639.83
adqs1rzaLzwIrt1G,SALE,9,N,2953.16
adqs1rzaLzwIrt1G,SALE,10,N,3323.22
adqs1rzaLzwIrt1G,SALE,11,N,3521.54
adqs1rzaLzwIrt1G,SALE,12,N,4074.41
aeR5fYlqAY123PjF,SALE,1,N,0.0
aeR5fYlqAY123PjF,SALE,2,N,0.0
aeR5fYlqAY123PjF,SALE,3,N,0.0
aeR5fYlqAY123PjF,SALE,11,N,0.0
aeR5fYlqAY123PjF,SALE,12,N,0.0
aeRXavjObFeowuRv,SALE,1,N,621.65
aeRXavjObFeowuRv,SALE,2,N,1944.49
aeRXavjObFeowuRv,SALE,3,N,2552.7
aeRXavjObFeowuRv,SALE,5,N,595.09
aeRXavjObFeowuRv,SALE,6,N,1388.17
aeRXavjObFeowuRv,SALE,7,N,1816.23
aeRXavjObFeowuRv,SALE,8,N,1173.75
aeRXavjObFeowuRv,SALE,9,N,2878.94
aeRXavjObFeowuRv,SALE,10,N,4631.39
aeRXavjObFeowuRv,SALE,11,N,2034.77
aeRXavjObFeowuRv,SALE,12,N,5460.57
af52VODerpD7NtyZ,SALE,1,N,1501.16
af52VODerpD7NtyZ,SALE,2,N,1777.45
af52VODerpD7NtyZ,SALE,3,N,744.19
af52VODerpD7NtyZ,SALE,11,N,89.47
af52VODerpD7NtyZ,SALE,12,N,2468.64
afV7uPF4LGO68rzN,SALE,11,Y,86.32
afdmKVT2RGPEpBMe,SALE,5,N,190.83
afdmKVT2RGPEpBMe,SALE,8,N,60.0
afdmKVT2RGPEpBMe,SALE,9,N,103.22999999999999
agVBam5znWg1yRVd,SALE,1,N,352.13
agVBam5znWg1yRVd,SALE,2,N,877.5300000000001
agVBam5znWg1yRVd,SALE,3,N,629.42
agVBam5znWg1yRVd,SALE,4,N,38.28
agVBam5znWg1yRVd,SALE,5,N,446.34
agVBam5znWg1yRVd,SALE,6,N,5806.39
agVBam5znWg1yRVd,SALE,7,N,1726.18
agVBam5znWg1yRVd,SALE,8,N,1554.31
agVBam5znWg1yRVd,SALE,9,N,2582.27
agVBam5znWg1yRVd,SALE,10,N,6634.45
agVBam5znWg1yRVd,SALE,11,N,1062.23
agVBam5znWg1yRVd,SALE,12,N,319.3
agq3ZNlUitZADAyw,SALE,1,N,516.55
agq3ZNlUitZADAyw,SALE,2,N,138.99
agq3ZNlUitZADAyw,SALE,3,N,210.63
agq3ZNlUitZADAyw,SALE,4,N,687.37
agq3ZNlUitZADAyw,SALE,5,N,545.94
agq3ZNlUitZADAyw,SALE,6,N,1223.27
agq3ZNlUitZADAyw,SALE,7,N,154.71
agq3ZNlUitZADAyw,SALE,8,N,313.84
agq3ZNlUitZADAyw,SALE,9,N,234.64
agq3ZNlUitZADAyw,SALE,10,N,951.4899999999999
agq3ZNlUitZADAyw,SALE,11,N,225.27
agq3ZNlUitZADAyw,SALE,12,N,457.33
agryFqZr1adOzWYz,SALE,1,N,126.04
agryFqZr1adOzWYz,SALE,2,N,133.04
agryFqZr1adOzWYz,SALE,3,N,204.04000000000002
agryFqZr1adOzWYz,SALE,4,N,123.0
agryFqZr1adOzWYz,SALE,6,N,160.94
agryFqZr1adOzWYz,SALE,7,N,135.95
agryFqZr1adOzWYz,SALE,8,N,188.95000000000002
agryFqZr1adOzWYz,SALE,9,N,183.95
agryFqZr1adOzWYz,SALE,10,N,200.95000000000002
agryFqZr1adOzWYz,SALE,11,N,185.04
agryFqZr1adOzWYz,SALE,12,N,149.04
ahAw1JeWU0BVsQbh,SALE,10,N,0.0
ahAw1JeWU0BVsQbh,SALE,12,N,0.0
ahW0inqVyqEqEshZ,SALE,1,N,13.25
ahW0inqVyqEqEshZ,SALE,2,N,21.0
ahW0inqVyqEqEshZ,SALE,5,N,10.0
ahW0inqVyqEqEshZ,SALE,6,N,92.1
ahW0inqVyqEqEshZ,SALE,7,N,85.6
ahW0inqVyqEqEshZ,SALE,8,N,80.1
ahW0inqVyqEqEshZ,SALE,9,N,179.63
ahW0inqVyqEqEshZ,SALE,10,N,94.66
ahW0inqVyqEqEshZ,SALE,11,N,40.8
ahW0inqVyqEqEshZ,SALE,12,N,39.14
ai72HbB6MRzUE3sO,SALE,11,N,26.990000000000002
aifw96HNuAFizr75,SALE,1,N,130.0
aifw96HNuAFizr75,SALE,3,N,1381.23
aifw96HNuAFizr75,SALE,6,N,65.04
aifw96HNuAFizr75,SALE,8,N,149.72
aifw96HNuAFizr75,SALE,11,N,173.85
ajAvQVGQhZSzYdj3,SALE,1,N,731.64
ajAvQVGQhZSzYdj3,SALE,2,N,1154.93
ajAvQVGQhZSzYdj3,SALE,3,N,549.15
ajAvQVGQhZSzYdj3,SALE,5,N,905.1899999999999
ajAvQVGQhZSzYdj3,SALE,6,N,700.3199999999999
ajAvQVGQhZSzYdj3,SALE,7,N,816.75
ajAvQVGQhZSzYdj3,SALE,8,N,855.38
ajAvQVGQhZSzYdj3,SALE,9,N,1797.1599999999999
ajAvQVGQhZSzYdj3,SALE,10,N,2228.63
ajAvQVGQhZSzYdj3,SALE,11,N,816.85
ajAvQVGQhZSzYdj3,SALE,12,N,1214.37
ajLa1LfNGcFigbsS,SALE,1,N,25.18
ajLa1LfNGcFigbsS,SALE,2,N,25.18
ajLa1LfNGcFigbsS,SALE,7,N,111.07
ajLa1LfNGcFigbsS,SALE,8,N,336.75
ajLa1LfNGcFigbsS,SALE,10,N,25.18
ajLa1LfNGcFigbsS,SALE,11,N,35.8
ajX5faaWsxwkfBbj,SALE,8,Y,1450.0
ajX5faaWsxwkfBbj,SALE,10,N,412.0
ajjUmImzzzYn8qnD,SALE,9,N,48.98
akI1JDgOE5Z7tPiy,SALE,12,Y,404.58
alDURHhMUY9Svd8a,SALE,3,N,27.14
alDURHhMUY9Svd8a,SALE,4,N,933.22
alEzf7joV44VamcS,SALE,1,N,2250.31
alEzf7joV44VamcS,SALE,2,N,3307.96
alEzf7joV44VamcS,SALE,3,N,1259.8600000000001
alEzf7joV44VamcS,SALE,5,N,2545.46
alEzf7joV44VamcS,SALE,6,N,3973.79
alEzf7joV44VamcS,SALE,7,N,2975.41
alEzf7joV44VamcS,SALE,8,N,1692.8700000000001
alEzf7joV44VamcS,SALE,9,N,1785.81
alEzf7joV44VamcS,SALE,10,N,1884.96
alEzf7joV44VamcS,SALE,11,N,1170.92
alEzf7joV44VamcS,SALE,12,N,2997.04
amw0b4fk2ju6MhvN,SALE,3,N,2048.28
amw0b4fk2ju6MhvN,SALE,4,N,62.620000000000005
anJwQRihqS0npALB,SALE,1,N,1000.6899999999999
anJwQRihqS0npALB,SALE,2,N,649.41
anJwQRihqS0npALB,SALE,3,N,2010.41
anJwQRihqS0npALB,SALE,5,N,237.06
anJwQRihqS0npALB,SALE,6,N,765.17
anJwQRihqS0npALB,SALE,7,N,2418.12
anJwQRihqS0npALB,SALE,8,N,2035.15
anJwQRihqS0npALB,SALE,9,N,737.8
anJwQRihqS0npALB,SALE,10,N,903.41
anJwQRihqS0npALB,SALE,11,N,831.37
anJwQRihqS0npALB,SALE,12,N,1553.84
ao4AA7Dwh2T5szgT,SALE,1,N,1016.0400000000001
ao4AA7Dwh2T5szgT,SALE,2,N,2931.4
ao4AA7Dwh2T5szgT,SALE,3,N,994.12
ao4AA7Dwh2T5szgT,SALE,4,N,428.87
ao4AA7Dwh2T5szgT,SALE,5,N,468.96000000000004
ao4AA7Dwh2T5szgT,SALE,6,N,1339.39
ao4AA7Dwh2T5szgT,SALE,7,N,1272.82
ao4AA7Dwh2T5szgT,SALE,8,N,891.33
ao4AA7Dwh2T5szgT,SALE,9,N,1096.0
ao4AA7Dwh2T5szgT,SALE,10,N,746.12
ao4AA7Dwh2T5szgT,SALE,11,N,2326.1099999999997
ao4AA7Dwh2T5szgT,SALE,12,N,1392.18
apHMaJZISbfaDoV8,SALE,1,N,0.0
apHMaJZISbfaDoV8,SALE,2,N,0.0
apHMaJZISbfaDoV8,SALE,3,N,0.0
apHMaJZISbfaDoV8,SALE,10,N,0.0
apHMaJZISbfaDoV8,SALE,11,N,0.0
apHMaJZISbfaDoV8,SALE,12,N,0.0
apaOOlllTbXSAlVZ,SALE,2,N,3105.72
apaOOlllTbXSAlVZ,SALE,4,N,70.43
apaOOlllTbXSAlVZ,SALE,5,Y,3524.2
apaOOlllTbXSAlVZ,SALE,10,N,1949.4
apaOOlllTbXSAlVZ,SALE,11,N,1210.0
apdSqnBQSG5qphUh,SALE,1,N,728.62
apdSqnBQSG5qphUh,SALE,2,N,495.53000000000003
apdSqnBQSG5qphUh,SALE,3,N,790.52
apdSqnBQSG5qphUh,SALE,4,N,241.93
apdSqnBQSG5qphUh,SALE,5,N,267.58
apdSqnBQSG5qphUh,SALE,6,N,719.97
apdSqnBQSG5qphUh,SALE,7,N,985.78
apdSqnBQSG5qphUh,SALE,8,N,574.05
apdSqnBQSG5qphUh,SALE,9,N,688.63
apdSqnBQSG5qphUh,SALE,10,N,626.34
apdSqnBQSG5qphUh,SALE,11,N,947.74
apdSqnBQSG5qphUh,SALE,12,N,669.18
apwXAwYTsPwXEOqs,SALE,3,N,15.0
apwXAwYTsPwXEOqs,SALE,4,N,34.03
apx9GMA956h0gVAB,SALE,1,N,3144.31
apx9GMA956h0gVAB,SALE,2,N,2903.58
apx9GMA956h0gVAB,SALE,3,N,10123.800000000001
apx9GMA956h0gVAB,SALE,4,N,75.0
apx9GMA956h0gVAB,SALE,12,N,87.8
apytAYUMLRpchaYN,SALE,1,N,266.63
apytAYUMLRpchaYN,SALE,2,N,20.0
apytAYUMLRpchaYN,SALE,10,N,30.9
aqgqcPth716xzVQc,SALE,1,N,679.44
aqgqcPth716xzVQc,SALE,5,N,1269.08
aqgqcPth716xzVQc,SALE,6,N,1933.27
aqgqcPth716xzVQc,SALE,7,N,1348.6000000000001
aqgqcPth716xzVQc,SALE,8,N,1260.83
aqgqcPth716xzVQc,SALE,9,N,284.78
aqgqcPth716xzVQc,SALE,10,N,119.75
aqgqcPth716xzVQc,SALE,11,N,72.72999999999999
aqgqcPth716xzVQc,SALE,12,N,358.58
arDDNR0MDNknPQBi,SALE,1,N,1384.45
arDDNR0MDNknPQBi,SALE,2,N,1125.61
arDDNR0MDNknPQBi,SALE,3,N,1369.68
arDDNR0MDNknPQBi,SALE,4,N,276.46000000000004
arDDNR0MDNknPQBi,SALE,5,N,503.13
arDDNR0MDNknPQBi,SALE,6,N,1939.9399999999998
arDDNR0MDNknPQBi,SALE,7,N,1165.1399999999999
arDDNR0MDNknPQBi,SALE,8,N,956.71
arDDNR0MDNknPQBi,SALE,9,N,1014.88
arDDNR0MDNknPQBi,SALE,10,N,1085.09
arDDNR0MDNknPQBi,SALE,11,N,1099.7
arDDNR0MDNknPQBi,SALE,12,N,1311.08
arZkYBEEHV5DBX7T,SALE,2,N,59.63
arZkYBEEHV5DBX7T,SALE,3,N,1727.89
arZkYBEEHV5DBX7T,SALE,4,N,304.98
arpGDsUmQOGZO0RX,SALE,1,N,744.38
arpGDsUmQOGZO0RX,SALE,2,N,40.0
arpGDsUmQOGZO0RX,SALE,3,N,85.0
arpGDsUmQOGZO0RX,SALE,4,N,40.0
as56Afckxf7CwfLy,SALE,1,N,2029.4499999999998
as56Afckxf7CwfLy,SALE,2,N,2248.7799999999997
as56Afckxf7CwfLy,SALE,3,N,1584.5
as56Afckxf7CwfLy,SALE,5,N,456.75
as56Afckxf7CwfLy,SALE,6,N,1976.5900000000001
as56Afckxf7CwfLy,SALE,7,N,1001.9799999999999
as56Afckxf7CwfLy,SALE,8,N,2011.04
as56Afckxf7CwfLy,SALE,9,N,1847.95
as56Afckxf7CwfLy,SALE,10,N,2151.61
as56Afckxf7CwfLy,SALE,11,N,4046.52
as56Afckxf7CwfLy,SALE,12,N,944.5
auMWCStF3d7QQW70,SALE,1,N,5.96
auMWCStF3d7QQW70,SALE,8,N,6.75
auMWCStF3d7QQW70,SALE,10,N,56.82
av6xLTJYCjrjA5OG,SALE,1,Y,156.5
av6xLTJYCjrjA5OG,SALE,2,N,853.17
av6xLTJYCjrjA5OG,SALE,3,N,226.97
awFZKnx6qV3wmJHF,SALE,6,N,129.9
awFZKnx6qV3wmJHF,SALE,7,N,27.42
azzcmabNCoapRZYq,SALE,2,N,160.45000000000002
azzcmabNCoapRZYq,SALE,3,N,54.42
azzcmabNCoapRZYq,SALE,8,N,81.74
azzcmabNCoapRZYq,SALE,9,N,82.09
azzcmabNCoapRZYq,SALE,11,N,280.23
b0hoazCgajMT8BrB,SALE,1,N,5006.13
b0hoazCgajMT8BrB,SALE,2,N,4795.11
b0hoazCgajMT8BrB,SALE,3,N,1424.31
b0hoazCgajMT8BrB,SALE,4,N,342.47
b0hoazCgajMT8BrB,SALE,11,N,1661.34
b0hoazCgajMT8BrB,SALE,12,N,1881.3
b1KuBV0p5WDQKErZ,SALE,1,N,53.99
b1KuBV0p5WDQKErZ,SALE,2,N,563.03
b1KuBV0p5WDQKErZ,SALE,3,N,41.38
b1KuBV0p5WDQKErZ,SALE,4,N,51.6
b1KuBV0p5WDQKErZ,SALE,11,N,162.95
b1hLq2u1dnD4dYoX,SALE,9,N,0.84
b2XYoY5u6gJ0b65A,SALE,1,N,306.27
b2XYoY5u6gJ0b65A,SALE,2,N,638.13
b2XYoY5u6gJ0b65A,SALE,3,N,2.99
b2XYoY5u6gJ0b65A,SALE,4,N,2.99
b2XYoY5u6gJ0b65A,SALE,5,N,17.99
b2XYoY5u6gJ0b65A,SALE,6,N,1002.86
b2XYoY5u6gJ0b65A,SALE,7,N,5.0
b2XYoY5u6gJ0b65A,SALE,8,N,121.32
b2XYoY5u6gJ0b65A,SALE,10,N,33.0
b2XYoY5u6gJ0b65A,SALE,11,N,34.379999999999995
b2XYoY5u6gJ0b65A,SALE,12,N,160.78
b3X4NgRRw74exXAY,SALE,1,N,157.14
b3X4NgRRw74exXAY,SALE,2,N,309.35
b3X4NgRRw74exXAY,SALE,3,N,29.19
b3X4NgRRw74exXAY,SALE,4,N,175.41
b3X4NgRRw74exXAY,SALE,6,N,111.94
b3X4NgRRw74exXAY,SALE,8,N,89.96
b3X4NgRRw74exXAY,SALE,9,N,237.12
b3X4NgRRw74exXAY,SALE,10,N,297.7
b3yCOfFIEtiFug83,SALE,1,N,1092.34
b3yCOfFIEtiFug83,SALE,2,N,1232.73
b3yCOfFIEtiFug83,SALE,3,N,1133.38
b3yCOfFIEtiFug83,SALE,5,N,979.54
b3yCOfFIEtiFug83,SALE,6,N,873.95
b3yCOfFIEtiFug83,SALE,7,N,1256.21
b3yCOfFIEtiFug83,SALE,8,N,802.24
b3yCOfFIEtiFug83,SALE,9,N,656.29
b3yCOfFIEtiFug83,SALE,10,N,1015.5600000000001
b3yCOfFIEtiFug83,SALE,11,N,1387.55
b3yCOfFIEtiFug83,SALE,12,N,981.68
b5wTg9uwFrZaFCzx,SALE,1,N,244.87
b5wTg9uwFrZaFCzx,SALE,2,N,285.92
b5wTg9uwFrZaFCzx,SALE,3,N,659.18
b5wTg9uwFrZaFCzx,SALE,5,N,1162.92
b5wTg9uwFrZaFCzx,SALE,6,N,90.8
b5wTg9uwFrZaFCzx,SALE,7,N,38.25
b5wTg9uwFrZaFCzx,SALE,8,N,54.98
b5wTg9uwFrZaFCzx,SALE,9,N,15.0
b5wTg9uwFrZaFCzx,SALE,10,N,686.91
b5wTg9uwFrZaFCzx,SALE,11,N,696.4
b5wTg9uwFrZaFCzx,SALE,12,N,651.72
b6j0MsGXmrWGtKHM,SALE,1,N,27.91
b6j0MsGXmrWGtKHM,SALE,2,N,23.61
b6j0MsGXmrWGtKHM,SALE,3,N,24.98
b6j0MsGXmrWGtKHM,SALE,5,N,35.53
b6j0MsGXmrWGtKHM,SALE,6,N,24.720000000000002
b6j0MsGXmrWGtKHM,SALE,7,N,30.33
b6j0MsGXmrWGtKHM,SALE,8,N,83.03
b6j0MsGXmrWGtKHM,SALE,9,N,31.689999999999998
b6j0MsGXmrWGtKHM,SALE,10,N,33.93
b6j0MsGXmrWGtKHM,SALE,11,N,28.17
b6j0MsGXmrWGtKHM,SALE,12,N,44.43
b7UDDSn44MaKHmFR,SALE,3,N,95.16999999999999
b7UDDSn44MaKHmFR,SALE,3,Y,19.64
b7lo2r3GJzemhTOe,SALE,1,N,0.0
b7lo2r3GJzemhTOe,SALE,2,N,0.0
b7lo2r3GJzemhTOe,SALE,3,N,0.0
b7lo2r3GJzemhTOe,SALE,5,N,0.0
b7lo2r3GJzemhTOe,SALE,6,N,0.0
b7lo2r3GJzemhTOe,SALE,7,N,0.0
b7lo2r3GJzemhTOe,SALE,8,N,0.0
b7lo2r3GJzemhTOe,SALE,9,N,0.0
b7lo2r3GJzemhTOe,SALE,10,N,0.0
b7lo2r3GJzemhTOe,SALE,11,N,4159.74
b7lo2r3GJzemhTOe,SALE,12,N,186.38
b8LYQsvzCd4ySuMx,SALE,1,N,1037.49
b8LYQsvzCd4ySuMx,SALE,8,N,38.65
b8LYQsvzCd4ySuMx,SALE,9,N,5.0
b8LYQsvzCd4ySuMx,SALE,10,N,89.67
b8LYQsvzCd4ySuMx,SALE,11,N,173.51
b8LYQsvzCd4ySuMx,SALE,12,N,434.76
b8tfiJJij9XBoYpo,SALE,1,N,1931.4
b8tfiJJij9XBoYpo,SALE,2,N,2968.85
b8tfiJJij9XBoYpo,SALE,3,N,4634.6
b8tfiJJij9XBoYpo,SALE,4,N,222.07
b8tfiJJij9XBoYpo,SALE,11,N,545.92
b8tfiJJij9XBoYpo,SALE,12,N,2479.7200000000003
b9HK2GnurGJjnP85,SALE,3,N,19.99
b9HK2GnurGJjnP85,SALE,7,N,8.31
b9UiYe3WhSHdiQtj,SALE,1,N,103.0
b9UiYe3WhSHdiQtj,SALE,2,N,51.5
b9UiYe3WhSHdiQtj,SALE,6,N,141.41
b9UiYe3WhSHdiQtj,SALE,7,N,65.8
b9UiYe3WhSHdiQtj,SALE,8,N,84.16
b9arSJKKxvfJpYIT,SALE,1,N,689.8
b9arSJKKxvfJpYIT,SALE,2,N,813.11
b9arSJKKxvfJpYIT,SALE,3,N,431.19
b9arSJKKxvfJpYIT,SALE,4,N,98.5
b9arSJKKxvfJpYIT,SALE,5,N,333.89
b9arSJKKxvfJpYIT,SALE,6,N,1027.31
b9arSJKKxvfJpYIT,SALE,7,N,463.96
b9arSJKKxvfJpYIT,SALE,8,N,803.74
b9arSJKKxvfJpYIT,SALE,9,N,611.73
b9arSJKKxvfJpYIT,SALE,10,N,364.3
b9arSJKKxvfJpYIT,SALE,11,N,1166.29
b9arSJKKxvfJpYIT,SALE,12,N,1181.03
bAD5PjeAIz7HhdjH,SALE,5,N,1123.77
bAD5PjeAIz7HhdjH,SALE,11,N,1230.22
bAOafI3dJp4RfmTP,SALE,1,N,91.62
bAOafI3dJp4RfmTP,SALE,2,N,19.990000000000002
bAOafI3dJp4RfmTP,SALE,3,N,10.0
bAOafI3dJp4RfmTP,SALE,5,N,4541.2
bAOafI3dJp4RfmTP,SALE,6,N,5078.55
bAOafI3dJp4RfmTP,SALE,7,N,4611.48
bAOafI3dJp4RfmTP,SALE,8,N,966.12
bAOafI3dJp4RfmTP,SALE,9,N,19.990000000000002
bAOafI3dJp4RfmTP,SALE,10,N,261.95
bAOafI3dJp4RfmTP,SALE,11,N,31.52
bAOafI3dJp4RfmTP,SALE,12,N,48.53
bASOlOTNC7teTOAE,SALE,1,N,270.5
bASOlOTNC7teTOAE,SALE,2,N,1429.09
bASOlOTNC7teTOAE,SALE,3,N,1572.8600000000001
bAVwuDDLsRX8QwSW,SALE,1,N,1814.94
bAVwuDDLsRX8QwSW,SALE,2,N,4103.45
bAVwuDDLsRX8QwSW,SALE,3,N,3027.23
bAVwuDDLsRX8QwSW,SALE,4,N,1170.92
bAVwuDDLsRX8QwSW,SALE,5,N,4461.8
bAVwuDDLsRX8QwSW,SALE,6,N,4511.99
bAVwuDDLsRX8QwSW,SALE,7,N,2497.43
bAVwuDDLsRX8QwSW,SALE,8,N,2578.38
bAVwuDDLsRX8QwSW,SALE,9,N,2949.3
bAVwuDDLsRX8QwSW,SALE,10,N,3313.5
bAVwuDDLsRX8QwSW,SALE,11,N,3268.43
bAVwuDDLsRX8QwSW,SALE,12,N,2283.02
bBXyvqTOsiNkW7Im,SALE,2,N,10.65
bDPYM8DBqJHv6gZC,SALE,1,N,1245.49
bDPYM8DBqJHv6gZC,SALE,2,N,861.48
bDPYM8DBqJHv6gZC,SALE,3,N,813.49
bDPYM8DBqJHv6gZC,SALE,4,N,183.33
bDPYM8DBqJHv6gZC,SALE,5,N,338.56
bDPYM8DBqJHv6gZC,SALE,6,N,694.08
bDPYM8DBqJHv6gZC,SALE,7,N,1383.29
bDPYM8DBqJHv6gZC,SALE,8,N,492.06
bDPYM8DBqJHv6gZC,SALE,9,N,542.56
bDPYM8DBqJHv6gZC,SALE,10,N,661.63
bDPYM8DBqJHv6gZC,SALE,11,N,1222.65
bDPYM8DBqJHv6gZC,SALE,12,N,1222.3
bEXVagrwtaBcrMHE,SALE,1,N,495.08000000000004
bEXVagrwtaBcrMHE,SALE,2,N,574.53
bEXVagrwtaBcrMHE,SALE,3,N,562.65
bEXVagrwtaBcrMHE,SALE,6,N,177.4
bEXVagrwtaBcrMHE,SALE,7,N,536.06
bEXVagrwtaBcrMHE,SALE,8,N,895.78
bEXVagrwtaBcrMHE,SALE,9,N,890.31
bEXVagrwtaBcrMHE,SALE,10,N,969.41
bEXVagrwtaBcrMHE,SALE,11,N,1100.96
bEXVagrwtaBcrMHE,SALE,12,N,1758.41
bFRBkRnt51Q4xmyI,SALE,1,N,40.68
bFRBkRnt51Q4xmyI,SALE,5,N,1156.06
bFRBkRnt51Q4xmyI,SALE,8,N,445.56
bFRBkRnt51Q4xmyI,SALE,10,N,83.59
bFRBkRnt51Q4xmyI,SALE,12,N,262.8
bFw5aCEqEb2p2K2y,SALE,1,N,3017.2
bFw5aCEqEb2p2K2y,SALE,2,N,1286.7
bFw5aCEqEb2p2K2y,SALE,3,N,998.33
bFw5aCEqEb2p2K2y,SALE,4,N,929.42
bFw5aCEqEb2p2K2y,SALE,5,N,143.27
bFw5aCEqEb2p2K2y,SALE,6,N,4313.9800000000005
bFw5aCEqEb2p2K2y,SALE,7,N,899.54
bFw5aCEqEb2p2K2y,SALE,8,N,923.45
bFw5aCEqEb2p2K2y,SALE,9,N,1533.93
bFw5aCEqEb2p2K2y,SALE,10,N,1092.49
bFw5aCEqEb2p2K2y,SALE,11,N,1338.65
bFw5aCEqEb2p2K2y,SALE,12,N,788.66
bHm1LFLkJX7hUDRr,SALE,1,N,784.0699999999999
bHm1LFLkJX7hUDRr,SALE,2,N,868.51
bHm1LFLkJX7hUDRr,SALE,3,N,1585.21
bHm1LFLkJX7hUDRr,SALE,4,N,2065.01
bHm1LFLkJX7hUDRr,SALE,5,N,229.0
bHm1LFLkJX7hUDRr,SALE,6,N,546.03
bHm1LFLkJX7hUDRr,SALE,7,N,478.62
bHm1LFLkJX7hUDRr,SALE,8,N,1184.53
bHm1LFLkJX7hUDRr,SALE,9,N,436.73
bHm1LFLkJX7hUDRr,SALE,10,N,838.32
bHm1LFLkJX7hUDRr,SALE,11,N,641.46
bHm1LFLkJX7hUDRr,SALE,12,N,560.1
bHs3DFlWOLfZd2ro,SALE,1,N,13240.69
bHs3DFlWOLfZd2ro,SALE,2,N,1536.0700000000002
bHs3DFlWOLfZd2ro,SALE,3,N,2108.1899999999996
bHs3DFlWOLfZd2ro,SALE,4,N,617.83
bHs3DFlWOLfZd2ro,SALE,5,N,531.9
bHs3DFlWOLfZd2ro,SALE,6,N,960.9399999999999
bHs3DFlWOLfZd2ro,SALE,7,N,2447.96
bHs3DFlWOLfZd2ro,SALE,8,N,5111.76
bHs3DFlWOLfZd2ro,SALE,9,N,1863.8799999999999
bHs3DFlWOLfZd2ro,SALE,10,N,847.35
bHs3DFlWOLfZd2ro,SALE,11,N,10837.67
bHs3DFlWOLfZd2ro,SALE,12,N,350.77000000000004
bITXH94Ttf7cA2hY,SALE,1,N,232.28
bITXH94Ttf7cA2hY,SALE,2,N,2357.47
bITXH94Ttf7cA2hY,SALE,3,N,786.08
bITXH94Ttf7cA2hY,SALE,4,N,45.0
bITXH94Ttf7cA2hY,SALE,12,N,3840.83
bK0gE6Jtx9c7qHG7,SALE,1,N,73.91
bK0gE6Jtx9c7qHG7,SALE,2,N,3181.79
bK0gE6Jtx9c7qHG7,SALE,3,N,3564.13
bK0gE6Jtx9c7qHG7,SALE,4,N,1186.11
bKOb5dZp4uVKfdhW,SALE,1,N,793.88
bKOb5dZp4uVKfdhW,SALE,2,N,369.28
bKOb5dZp4uVKfdhW,SALE,3,N,230.44
bKOb5dZp4uVKfdhW,SALE,12,N,135.86
bLIpOW76EGiy5JQl,SALE,4,N,276.58
bLIpOW76EGiy5JQl,SALE,4,Y,39.93
bLOEelgYuO4EXSjh,SALE,1,N,451.52
bLOEelgYuO4EXSjh,SALE,2,N,872.23
bLOEelgYuO4EXSjh,SALE,3,N,1288.3600000000001
bLOEelgYuO4EXSjh,SALE,4,N,1176.86
bLOEelgYuO4EXSjh,SALE,9,N,2316.72
bLOEelgYuO4EXSjh,SALE,10,N,897.5699999999999
bLOEelgYuO4EXSjh,SALE,11,N,4211.36
bLOEelgYuO4EXSjh,SALE,12,N,2518.3199999999997
bLbn0QFOvIkc3EHW,SALE,1,N,514.17
bLbn0QFOvIkc3EHW,SALE,2,N,1103.44
bLbn0QFOvIkc3EHW,SALE,9,N,541.01
bLbn0QFOvIkc3EHW,SALE,11,N,28.8
bLbn0QFOvIkc3EHW,SALE,12,N,240.43
bLsPCWqtoQXT6kqA,SALE,1,N,18.11
